occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
executive,50,elementary_school,married,mobile,January,28,92,1,unidentified,0
manual_worker,44,elementary_school,married,unidentified,May,6,211,1,unidentified,0
manual_worker,45,elementary_school,divorced,unidentified,June,5,1018,3,unidentified,1
executive,28,college,single,mobile,September,10,255,1,successful,1
manual_worker,46,elementary_school,married,unidentified,May,8,390,3,unidentified,0
technical_specialist,24,high_school,married,mobile,February,8,278,1,successful,1
jobless,42,elementary_school,married,mobile,February,4,120,1,unidentified,0
technical_specialist,32,high_school,single,unidentified,June,3,1173,3,unidentified,1
administrative_staff,48,high_school,divorced,mobile,April,2,397,2,unidentified,1
technical_specialist,32,unidentified,married,mobile,December,31,646,3,successful,0
manual_worker,40,high_school,divorced,mobile,June,12,69,4,unidentified,0
retired_worker,62,college,divorced,mobile,November,13,227,2,unidentified,1
executive,37,college,married,mobile,November,3,149,1,unidentified,1
service_worker,26,high_school,married,mobile,July,28,201,2,unidentified,0
administrative_staff,49,high_school,married,unidentified,May,15,173,1,unidentified,0
technical_specialist,29,high_school,married,mobile,April,6,225,1,unidentified,0
jobless,40,college,single,mobile,October,15,570,1,unsuccessful,1
executive,51,college,married,mobile,July,13,371,2,other_outcome,1
technical_specialist,38,college,married,mobile,April,8,350,2,unidentified,1
executive,29,college,single,unidentified,May,23,331,2,unidentified,0
administrative_staff,26,high_school,single,mobile,May,14,336,2,unsuccessful,0
technical_specialist,52,college,married,mobile,August,29,161,3,unidentified,0
jobless,27,college,single,landline,March,2,39,2,unidentified,0
executive,60,high_school,divorced,landline,May,13,65,4,unsuccessful,0
technical_specialist,33,high_school,married,mobile,August,4,561,1,unsuccessful,1
business_owner,48,college,married,mobile,July,31,725,4,unidentified,1
business_owner,42,college,married,mobile,May,15,272,1,unidentified,0
executive,29,college,single,mobile,February,4,206,1,unidentified,1
business_owner,60,high_school,divorced,unidentified,May,27,328,11,unidentified,0
administrative_staff,45,high_school,divorced,mobile,January,30,91,1,other_outcome,0
technical_specialist,46,high_school,married,mobile,November,21,281,2,unidentified,0
technical_specialist,29,college,single,mobile,October,22,260,2,other_outcome,1
retired_worker,54,high_school,married,mobile,May,27,820,1,unidentified,1
executive,44,elementary_school,married,mobile,April,16,165,3,unidentified,1
student,25,college,single,mobile,June,3,165,1,unidentified,1
student,22,elementary_school,single,mobile,April,19,529,1,successful,1
retired_worker,86,elementary_school,married,landline,July,14,247,1,successful,1
executive,44,college,married,unidentified,May,6,1529,2,unidentified,0
executive,27,college,single,mobile,May,4,143,1,unidentified,0
independent_worker,35,college,married,mobile,February,4,357,1,unidentified,0
service_worker,35,high_school,single,unidentified,May,27,193,1,unidentified,0
administrative_staff,55,high_school,divorced,mobile,August,28,155,2,unsuccessful,1
service_worker,58,high_school,divorced,mobile,August,22,167,2,unidentified,0
independent_worker,27,high_school,single,mobile,February,5,139,1,unidentified,0
executive,32,college,single,mobile,August,7,1321,9,unidentified,1
manual_worker,34,high_school,single,mobile,November,21,963,1,unidentified,1
executive,36,college,married,mobile,November,18,464,1,unidentified,0
administrative_staff,36,high_school,single,mobile,November,20,91,2,other_outcome,0
technical_specialist,27,high_school,single,unidentified,May,16,787,1,unidentified,1
independent_worker,28,high_school,married,mobile,May,18,638,2,unidentified,1
student,30,high_school,single,mobile,May,11,150,1,unsuccessful,0
executive,53,college,married,mobile,February,2,220,3,unidentified,0
executive,53,college,married,mobile,August,11,608,2,unidentified,1
service_worker,44,elementary_school,married,mobile,April,14,250,1,successful,1
retired_worker,57,college,married,mobile,August,31,1120,1,unidentified,1
manual_worker,36,high_school,married,mobile,February,4,62,1,unidentified,0
retired_worker,70,college,married,landline,October,1,90,1,unidentified,0
executive,37,college,single,mobile,March,12,186,1,unidentified,1
executive,50,college,divorced,mobile,June,4,510,3,unidentified,1
executive,51,college,married,mobile,January,29,78,2,unidentified,0
domestic_worker,66,elementary_school,married,landline,October,14,290,2,unidentified,1
technical_specialist,34,high_school,single,mobile,July,22,174,2,other_outcome,1
administrative_staff,35,college,married,mobile,October,16,108,1,unidentified,0
manual_worker,36,high_school,married,mobile,November,20,308,1,unidentified,0
student,22,high_school,single,mobile,October,30,368,2,unidentified,1
retired_worker,68,elementary_school,divorced,landline,June,28,363,1,unidentified,1
manual_worker,37,high_school,married,mobile,June,5,657,1,unidentified,1
executive,33,college,single,unidentified,May,28,50,2,unidentified,0
manual_worker,41,high_school,married,landline,May,11,86,1,unsuccessful,0
executive,43,college,married,landline,May,12,236,6,other_outcome,0
executive,30,college,single,mobile,August,12,796,4,unidentified,1
technical_specialist,45,high_school,married,mobile,May,27,275,2,unidentified,1
administrative_staff,60,high_school,married,unidentified,May,5,583,1,unidentified,0
executive,33,college,single,mobile,April,13,1058,1,unsuccessful,0
service_worker,41,high_school,married,unidentified,May,26,125,4,unidentified,0
manual_worker,27,high_school,single,mobile,May,15,175,1,other_outcome,0
jobless,41,college,single,mobile,November,20,137,1,unidentified,0
executive,35,college,married,mobile,April,30,266,1,unsuccessful,1
business_owner,43,high_school,married,unidentified,June,3,102,1,unidentified,0
jobless,56,high_school,married,mobile,June,2,211,1,unidentified,0
manual_worker,41,high_school,divorced,mobile,May,8,279,1,unidentified,0
executive,43,college,married,mobile,June,15,181,2,unidentified,1
manual_worker,38,high_school,married,mobile,July,14,221,3,unidentified,0
administrative_staff,39,high_school,divorced,mobile,September,16,574,3,unidentified,1
manual_worker,58,high_school,married,unidentified,June,9,486,3,unidentified,1
administrative_staff,34,high_school,married,mobile,May,14,526,3,successful,1
retired_worker,77,college,married,mobile,August,13,425,2,unidentified,1
executive,36,college,single,mobile,May,25,189,1,unsuccessful,1
executive,47,college,married,unidentified,June,2,282,7,unidentified,0
executive,27,college,single,mobile,August,5,179,2,other_outcome,1
executive,43,college,married,mobile,January,28,282,1,unsuccessful,0
executive,31,college,married,unidentified,June,14,20,1,unidentified,0
technical_specialist,42,college,divorced,landline,January,28,119,2,unidentified,0
manual_worker,31,high_school,married,unidentified,May,16,688,1,unidentified,1
technical_specialist,54,college,married,mobile,October,27,269,3,successful,1
executive,50,college,married,mobile,July,23,205,1,unidentified,0
technical_specialist,27,high_school,single,mobile,April,15,1038,2,unidentified,1
executive,29,college,married,mobile,August,4,453,1,unsuccessful,0
manual_worker,51,elementary_school,divorced,mobile,July,29,600,2,unidentified,1
executive,46,college,divorced,mobile,May,14,118,4,unsuccessful,0
executive,42,high_school,married,mobile,July,8,194,1,successful,0
executive,36,high_school,single,mobile,November,16,270,1,unidentified,1
administrative_staff,40,high_school,married,mobile,July,9,145,1,unidentified,0
jobless,40,high_school,single,mobile,March,5,219,1,other_outcome,1
independent_worker,31,college,married,mobile,July,30,1037,24,unidentified,0
administrative_staff,31,college,single,mobile,June,5,227,1,unidentified,0
retired_worker,64,elementary_school,divorced,mobile,February,17,154,1,unidentified,1
administrative_staff,34,college,married,mobile,January,28,155,2,unidentified,1
executive,43,college,married,mobile,June,4,156,1,unsuccessful,1
executive,49,college,divorced,mobile,July,31,1212,4,unidentified,1
administrative_staff,48,high_school,single,landline,June,30,263,1,unsuccessful,1
technical_specialist,39,high_school,single,unidentified,May,20,1410,2,unidentified,1
administrative_staff,54,high_school,married,mobile,March,3,143,2,unidentified,1
executive,31,college,single,mobile,November,12,90,3,successful,1
executive,47,high_school,married,mobile,May,13,102,6,unidentified,0
business_owner,32,high_school,married,mobile,September,6,440,1,unsuccessful,1
service_worker,41,elementary_school,married,unidentified,May,16,393,2,unidentified,0
technical_specialist,50,high_school,married,mobile,June,2,160,2,unidentified,1
executive,37,college,divorced,unidentified,May,19,1622,2,unidentified,1
service_worker,54,high_school,single,unidentified,June,26,133,2,unidentified,0
executive,29,college,single,mobile,May,22,293,2,unidentified,1
technical_specialist,52,high_school,married,mobile,August,13,114,4,unidentified,0
technical_specialist,47,high_school,single,mobile,July,23,957,3,unidentified,1
technical_specialist,32,high_school,married,unidentified,May,20,296,1,unidentified,0
executive,33,high_school,divorced,mobile,August,20,175,3,unidentified,0
student,19,unidentified,single,mobile,March,9,273,2,successful,1
executive,41,college,married,mobile,March,31,237,3,unidentified,1
manual_worker,42,high_school,married,mobile,November,17,155,1,unidentified,0
executive,28,college,single,mobile,July,28,486,5,unidentified,1
retired_worker,80,elementary_school,divorced,mobile,March,31,577,1,other_outcome,1
administrative_staff,40,unidentified,divorced,mobile,May,7,873,1,unsuccessful,0
jobless,31,high_school,single,mobile,May,21,374,1,other_outcome,1
executive,29,college,single,mobile,June,2,690,1,unidentified,1
administrative_staff,34,college,married,mobile,November,25,296,1,unsuccessful,1
technical_specialist,31,college,married,mobile,April,30,739,1,unidentified,1
service_worker,31,high_school,married,mobile,July,9,219,1,unidentified,0
technical_specialist,39,high_school,married,mobile,May,22,554,2,unidentified,1
technical_specialist,42,high_school,married,mobile,November,12,227,3,successful,1
manual_worker,37,elementary_school,married,mobile,May,6,226,1,other_outcome,0
executive,34,college,single,mobile,October,6,1246,2,unidentified,1
technical_specialist,59,high_school,married,mobile,April,14,145,1,unidentified,0
executive,31,college,single,mobile,July,3,67,2,unidentified,0
executive,27,college,single,landline,March,22,174,2,successful,0
service_worker,46,elementary_school,divorced,unidentified,May,13,215,1,unidentified,0
service_worker,44,high_school,married,unidentified,June,20,911,1,unidentified,1
unidentified,37,college,single,mobile,June,8,257,2,successful,1
executive,45,college,married,mobile,April,30,587,1,unidentified,1
manual_worker,50,elementary_school,married,landline,October,2,382,2,unidentified,0
executive,30,college,single,mobile,February,26,427,1,successful,1
manual_worker,35,elementary_school,married,unidentified,May,26,880,3,unidentified,0
service_worker,33,unidentified,single,unidentified,May,28,86,1,unidentified,1
administrative_staff,46,high_school,married,mobile,August,26,388,6,unidentified,1
independent_worker,46,elementary_school,married,mobile,November,21,271,1,unidentified,0
manual_worker,34,high_school,married,unidentified,May,29,193,6,unidentified,0
technical_specialist,37,high_school,married,unidentified,May,5,132,1,unidentified,0
executive,35,college,single,unidentified,June,6,1085,1,unidentified,1
domestic_worker,40,elementary_school,married,mobile,February,5,162,2,unidentified,0
administrative_staff,36,high_school,married,mobile,November,17,581,3,unidentified,0
retired_worker,63,elementary_school,divorced,mobile,March,12,71,3,unidentified,0
administrative_staff,46,high_school,married,landline,July,29,1127,11,unidentified,1
independent_worker,36,high_school,married,unidentified,June,6,1469,9,unidentified,1
manual_worker,60,elementary_school,married,unidentified,May,15,203,2,unidentified,0
technical_specialist,28,high_school,single,unidentified,June,6,712,2,unidentified,1
manual_worker,36,elementary_school,married,unidentified,May,21,649,2,unidentified,1
jobless,34,high_school,single,mobile,February,5,355,2,unidentified,0
jobless,54,college,single,mobile,July,21,101,1,unidentified,0
student,19,unidentified,single,mobile,August,10,168,1,successful,1
administrative_staff,26,high_school,married,mobile,April,8,209,1,unidentified,1
